TITLE,Fecha,Cantidad,Time
Libro 221,2020-04-01,0.0,27
Libro 221,2020-05-01,2.0,28
Libro 221,2020-06-01,3.0,29
Libro 221,2020-07-01,6.0,30
Libro 221,2020-08-01,9.0,31
Libro 221,2020-09-01,1.0,32
Libro 221,2020-10-01,12.0,33
Libro 221,2020-11-01,7.0,34
Libro 221,2020-12-01,3.0,35
Libro 221,2021-01-01,1.0,36
Libro 222,2018-01-01,31.0,0
Libro 222,2018-02-01,33.0,1
Libro 222,2018-03-01,41.0,2
Libro 222,2018-04-01,21.0,3
Libro 222,2018-05-01,12.0,4
Libro 222,2018-06-01,13.0,5
Libro 222,2018-07-01,15.0,6
Libro 222,2018-08-01,3.0,7
Libro 222,2018-09-01,17.0,8
Libro 222,2018-10-01,8.0,9
Libro 222,2018-11-01,13.0,10
Libro 222,2018-12-01,0.0,11
Libro 222,2019-01-01,20.0,12
Libro 222,2019-02-01,17.0,13
Libro 222,2019-03-01,22.0,14
Libro 222,2019-04-01,20.0,15
Libro 222,2019-05-01,17.0,16
Libro 222,2019-06-01,24.0,17
Libro 222,2019-07-01,26.0,18
Libro 222,2019-08-01,10.0,19
Libro 222,2019-09-01,18.0,20
Libro 222,2019-10-01,16.0,21
Libro 222,2019-11-01,15.0,22
Libro 222,2019-12-01,11.0,23
Libro 222,2020-01-01,15.0,24
Libro 222,2020-02-01,4.0,25
Libro 222,2020-03-01,6.0,26
Libro 222,2020-04-01,2.0,27
Libro 222,2020-05-01,0.0,28
Libro 222,2020-06-01,2.0,29
Libro 222,2020-07-01,0.0,30
Libro 222,2020-08-01,1.0,31
Libro 222,2020-09-01,1.0,32
Libro 222,2020-10-01,0.0,33
Libro 222,2020-11-01,0.0,34
Libro 222,2020-12-01,0.0,35
Libro 222,2021-01-01,0.0,36
Libro 223,2018-01-01,0.0,0
Libro 223,2018-02-01,0.0,1
Libro 223,2018-03-01,1.0,2
Libro 223,2018-04-01,1.0,3
Libro 223,2018-05-01,1.0,4
Libro 223,2018-06-01,1.0,5
Libro 223,2018-07-01,1.0,6
Libro 223,2018-08-01,0.0,7
Libro 223,2018-09-01,2.0,8
Libro 223,2018-10-01,0.0,9
Libro 223,2018-11-01,1.0,10
Libro 223,2018-12-01,0.0,11
Libro 223,2019-01-01,0.0,12
Libro 223,2019-02-01,1.0,13
Libro 223,2019-03-01,2.0,14
Libro 223,2019-04-01,0.0,15
Libro 223,2019-05-01,2.0,16
Libro 223,2019-06-01,40.0,17
Libro 223,2019-07-01,30.0,18
Libro 223,2019-08-01,14.0,19
Libro 223,2019-09-01,13.0,20
Libro 223,2019-10-01,8.0,21
Libro 223,2019-11-01,8.0,22
Libro 223,2019-12-01,13.0,23
Libro 223,2020-01-01,5.0,24
Libro 223,2020-02-01,7.0,25
Libro 223,2020-03-01,5.0,26
Libro 223,2020-04-01,3.0,27
Libro 223,2020-05-01,1.0,28
Libro 223,2020-06-01,0.0,29
Libro 223,2020-07-01,2.0,30
Libro 223,2020-08-01,2.0,31
Libro 223,2020-09-01,10.0,32
Libro 223,2020-10-01,4.0,33
Libro 223,2020-11-01,1.0,34
Libro 223,2020-12-01,2.0,35
Libro 223,2021-01-01,2.0,36
Libro 224,2018-01-01,22.0,0
Libro 224,2018-02-01,27.0,1
Libro 224,2018-03-01,11.0,2
Libro 224,2018-04-01,19.0,3
Libro 224,2018-05-01,20.0,4
Libro 224,2018-06-01,16.0,5
Libro 224,2018-07-01,19.0,6
Libro 224,2018-08-01,13.0,7
Libro 224,2018-09-01,10.0,8
Libro 224,2018-10-01,37.0,9
Libro 224,2018-11-01,30.0,10
Libro 224,2018-12-01,0.0,11
Libro 224,2019-01-01,29.0,12
Libro 224,2019-02-01,24.0,13
Libro 224,2019-03-01,27.0,14
Libro 224,2019-04-01,25.0,15
Libro 224,2019-05-01,14.0,16
Libro 224,2019-06-01,14.0,17
Libro 224,2019-07-01,10.0,18
Libro 224,2019-08-01,8.0,19
Libro 224,2019-09-01,5.0,20
Libro 224,2019-10-01,2.0,21
Libro 224,2019-11-01,0.0,22
Libro 224,2019-12-01,0.0,23
Libro 224,2020-01-01,2.0,24
Libro 224,2020-02-01,2.0,25
Libro 224,2020-03-01,0.0,26
Libro 224,2020-04-01,0.0,27
Libro 224,2020-05-01,0.0,28
Libro 224,2020-06-01,0.0,29
Libro 224,2020-07-01,0.0,30
Libro 224,2020-08-01,1.0,31
Libro 224,2020-09-01,0.0,32
Libro 224,2020-10-01,1.0,33
Libro 224,2020-11-01,0.0,34
Libro 224,2020-12-01,0.0,35
Libro 224,2021-01-01,0.0,36
Libro 225,2018-01-01,14.0,0
Libro 225,2018-02-01,12.0,1
Libro 225,2018-03-01,11.0,2
Libro 225,2018-04-01,15.0,3
Libro 225,2018-05-01,8.0,4
Libro 225,2018-06-01,14.0,5
Libro 225,2018-07-01,21.0,6
Libro 225,2018-08-01,8.0,7
Libro 225,2018-09-01,13.0,8
Libro 225,2018-10-01,43.0,9
Libro 225,2018-11-01,49.0,10
Libro 225,2018-12-01,0.0,11
Libro 225,2019-01-01,13.0,12
Libro 225,2019-02-01,11.0,13
Libro 225,2019-03-01,18.0,14
Libro 225,2019-04-01,13.0,15
Libro 225,2019-05-01,5.0,16
Libro 225,2019-06-01,6.0,17
Libro 225,2019-07-01,10.0,18
Libro 225,2019-08-01,10.0,19
Libro 225,2019-09-01,55.0,20
Libro 225,2019-10-01,82.0,21
Libro 225,2019-11-01,57.0,22
Libro 225,2019-12-01,111.0,23
Libro 225,2020-01-01,36.0,24
Libro 225,2020-02-01,28.0,25
Libro 225,2020-03-01,25.0,26
Libro 225,2020-04-01,6.0,27
Libro 225,2020-05-01,1.0,28
Libro 225,2020-06-01,3.0,29
Libro 225,2020-07-01,9.0,30
Libro 225,2020-08-01,12.0,31
Libro 225,2020-09-01,11.0,32
Libro 225,2020-10-01,10.0,33
Libro 225,2020-11-01,20.0,34
Libro 225,2020-12-01,46.0,35
Libro 225,2021-01-01,16.0,36
Libro 226,2018-01-01,27.0,0
Libro 226,2018-02-01,23.0,1
Libro 226,2018-03-01,25.0,2
Libro 226,2018-04-01,25.0,3
Libro 226,2018-05-01,16.0,4
Libro 226,2018-06-01,19.0,5
Libro 226,2018-07-01,28.0,6
Libro 226,2018-08-01,17.0,7
Libro 226,2018-09-01,11.0,8
Libro 226,2018-10-01,22.0,9
Libro 226,2018-11-01,11.0,10
Libro 226,2018-12-01,0.0,11
Libro 226,2019-01-01,5.0,12
Libro 226,2019-02-01,4.0,13
Libro 226,2019-03-01,13.0,14
Libro 226,2019-04-01,2.0,15
Libro 226,2019-05-01,7.0,16
Libro 226,2019-06-01,6.0,17
Libro 226,2019-07-01,3.0,18
Libro 226,2019-08-01,1.0,19
Libro 226,2019-09-01,3.0,20
Libro 226,2019-10-01,2.0,21
Libro 226,2019-11-01,5.0,22
Libro 226,2019-12-01,1.0,23
Libro 226,2020-01-01,5.0,24
Libro 226,2020-02-01,4.0,25
Libro 226,2020-03-01,5.0,26
Libro 226,2020-04-01,5.0,27
Libro 226,2020-05-01,6.0,28
Libro 226,2020-06-01,7.0,29
Libro 226,2020-07-01,18.0,30
Libro 226,2020-08-01,25.0,31
Libro 226,2020-09-01,16.0,32
Libro 226,2020-10-01,15.0,33
Libro 226,2020-11-01,13.0,34
Libro 226,2020-12-01,23.0,35
Libro 226,2021-01-01,18.0,36
Libro 227,2018-01-01,9.0,0
Libro 227,2018-02-01,9.0,1
Libro 227,2018-03-01,15.0,2
Libro 227,2018-04-01,11.0,3
Libro 227,2018-05-01,18.0,4
Libro 227,2018-06-01,10.0,5
Libro 227,2018-07-01,16.0,6
Libro 227,2018-08-01,0.0,7
Libro 227,2018-09-01,10.0,8
Libro 227,2018-10-01,32.0,9
Libro 227,2018-11-01,33.0,10
Libro 227,2018-12-01,0.0,11
Libro 227,2019-01-01,12.0,12
Libro 227,2019-02-01,19.0,13
Libro 227,2019-03-01,18.0,14
Libro 227,2019-04-01,22.0,15
Libro 227,2019-05-01,22.0,16
Libro 227,2019-06-01,7.0,17
Libro 227,2019-07-01,7.0,18
Libro 227,2019-08-01,3.0,19
Libro 227,2019-09-01,4.0,20
Libro 227,2019-10-01,17.0,21
Libro 227,2019-11-01,12.0,22
Libro 227,2019-12-01,19.0,23
Libro 227,2020-01-01,29.0,24
Libro 227,2020-02-01,40.0,25
Libro 227,2020-03-01,4.0,26
Libro 227,2020-04-01,6.0,27
Libro 227,2020-05-01,3.0,28
Libro 227,2020-06-01,1.0,29
Libro 227,2020-07-01,0.0,30
Libro 227,2020-08-01,0.0,31
Libro 227,2020-09-01,3.0,32
Libro 227,2020-10-01,0.0,33
Libro 227,2020-11-01,4.0,34
Libro 227,2020-12-01,2.0,35
Libro 227,2021-01-01,0.0,36
Libro 228,2018-01-01,53.0,0
Libro 228,2018-02-01,66.0,1
Libro 228,2018-03-01,43.0,2
Libro 228,2018-04-01,41.0,3
Libro 228,2018-05-01,41.0,4
Libro 228,2018-06-01,42.0,5
Libro 228,2018-07-01,44.0,6
Libro 228,2018-08-01,19.0,7
Libro 228,2018-09-01,23.0,8
Libro 228,2018-10-01,61.0,9
Libro 228,2018-11-01,53.0,10
Libro 228,2018-12-01,0.0,11
Libro 228,2019-01-01,38.0,12
Libro 228,2019-02-01,48.0,13
Libro 228,2019-03-01,48.0,14
Libro 228,2019-04-01,22.0,15
Libro 228,2019-05-01,5.0,16
Libro 228,2019-06-01,24.0,17
Libro 228,2019-07-01,27.0,18
Libro 228,2019-08-01,18.0,19
Libro 228,2019-09-01,30.0,20
Libro 228,2019-10-01,35.0,21
Libro 228,2019-11-01,39.0,22
Libro 228,2019-12-01,55.0,23
Libro 228,2020-01-01,37.0,24
Libro 228,2020-02-01,49.0,25
Libro 228,2020-03-01,22.0,26
Libro 228,2020-04-01,1.0,27
Libro 228,2020-05-01,3.0,28
Libro 228,2020-06-01,4.0,29
Libro 228,2020-07-01,5.0,30
Libro 228,2020-08-01,5.0,31
Libro 228,2020-09-01,7.0,32
Libro 228,2020-10-01,10.0,33
Libro 228,2020-11-01,3.0,34
Libro 228,2020-12-01,7.0,35
Libro 228,2021-01-01,0.0,36
Libro 229,2018-01-01,36.0,0
Libro 229,2018-02-01,40.0,1
Libro 229,2018-03-01,42.0,2
Libro 229,2018-04-01,18.0,3
Libro 229,2018-05-01,22.0,4
Libro 229,2018-06-01,30.0,5
Libro 229,2018-07-01,123.0,6
Libro 229,2018-08-01,13.0,7
Libro 229,2018-09-01,14.0,8
Libro 229,2018-10-01,19.0,9
Libro 229,2018-11-01,36.0,10
Libro 229,2018-12-01,0.0,11
Libro 229,2019-01-01,31.0,12
Libro 229,2019-02-01,39.0,13
Libro 229,2019-03-01,33.0,14
Libro 229,2019-04-01,20.0,15
Libro 229,2019-05-01,15.0,16
Libro 229,2019-06-01,22.0,17
Libro 229,2019-07-01,62.0,18
Libro 229,2019-08-01,29.0,19
Libro 229,2019-09-01,31.0,20
Libro 229,2019-10-01,22.0,21
Libro 229,2019-11-01,15.0,22
Libro 229,2019-12-01,19.0,23
Libro 229,2020-01-01,12.0,24
Libro 229,2020-02-01,16.0,25
Libro 229,2020-03-01,16.0,26
Libro 229,2020-04-01,15.0,27
Libro 229,2020-05-01,10.0,28
Libro 229,2020-06-01,10.0,29
Libro 229,2020-07-01,18.0,30
Libro 229,2020-08-01,19.0,31
Libro 229,2020-09-01,14.0,32
Libro 229,2020-10-01,47.0,33
Libro 229,2020-11-01,17.0,34
Libro 229,2020-12-01,22.0,35
Libro 229,2021-01-01,12.0,36
Libro 23,2018-01-01,334.0,0
Libro 23,2018-02-01,274.0,1
Libro 23,2018-03-01,237.0,2
Libro 23,2018-04-01,243.0,3
Libro 23,2018-05-01,172.0,4
Libro 23,2018-06-01,147.0,5
Libro 23,2018-07-01,277.0,6
Libro 23,2018-08-01,68.0,7
Libro 23,2018-09-01,77.0,8
Libro 23,2018-10-01,162.0,9
Libro 23,2018-11-01,160.0,10
Libro 23,2018-12-01,0.0,11
Libro 23,2019-01-01,249.0,12
Libro 23,2019-02-01,188.0,13
Libro 23,2019-03-01,222.0,14
Libro 23,2019-04-01,212.0,15
Libro 23,2019-05-01,238.0,16
Libro 23,2019-06-01,200.0,17
Libro 23,2019-07-01,269.0,18
Libro 23,2019-08-01,152.0,19
Libro 23,2019-09-01,155.0,20
Libro 23,2019-10-01,169.0,21
Libro 23,2019-11-01,180.0,22
Libro 23,2019-12-01,375.0,23
Libro 23,2020-01-01,225.0,24
Libro 23,2020-02-01,152.0,25
Libro 23,2020-03-01,150.0,26
Libro 23,2020-04-01,93.0,27
Libro 23,2020-05-01,87.0,28
Libro 23,2020-06-01,139.0,29
Libro 23,2020-07-01,326.0,30
Libro 23,2020-08-01,225.0,31
Libro 23,2020-09-01,204.0,32
Libro 23,2020-10-01,219.0,33
Libro 23,2020-11-01,249.0,34
Libro 23,2020-12-01,581.0,35
Libro 23,2021-01-01,273.0,36
Libro 230,2018-01-01,33.0,0
Libro 230,2018-02-01,49.0,1
Libro 230,2018-03-01,35.0,2
Libro 230,2018-04-01,30.0,3
Libro 230,2018-05-01,22.0,4
Libro 230,2018-06-01,22.0,5
Libro 230,2018-07-01,127.0,6
Libro 230,2018-08-01,11.0,7
Libro 230,2018-09-01,12.0,8
Libro 230,2018-10-01,19.0,9
Libro 230,2018-11-01,33.0,10
Libro 230,2018-12-01,0.0,11
Libro 230,2019-01-01,20.0,12
Libro 230,2019-02-01,34.0,13
Libro 230,2019-03-01,36.0,14
Libro 230,2019-04-01,16.0,15
Libro 230,2019-05-01,6.0,16
Libro 230,2019-06-01,20.0,17
Libro 230,2019-07-01,52.0,18
Libro 230,2019-08-01,20.0,19
Libro 230,2019-09-01,19.0,20
Libro 230,2019-10-01,16.0,21
Libro 230,2019-11-01,10.0,22
Libro 230,2019-12-01,14.0,23
Libro 230,2020-01-01,26.0,24
Libro 230,2020-02-01,18.0,25
Libro 230,2020-03-01,11.0,26
Libro 230,2020-04-01,10.0,27
Libro 230,2020-05-01,10.0,28
Libro 230,2020-06-01,18.0,29
Libro 230,2020-07-01,21.0,30
Libro 230,2020-08-01,13.0,31
Libro 230,2020-09-01,15.0,32
Libro 230,2020-10-01,46.0,33
Libro 230,2020-11-01,26.0,34
Libro 230,2020-12-01,22.0,35
Libro 230,2021-01-01,14.0,36
Libro 231,2018-01-01,21.0,0
Libro 231,2018-02-01,29.0,1
Libro 231,2018-03-01,32.0,2
Libro 231,2018-04-01,31.0,3
Libro 231,2018-05-01,25.0,4
Libro 231,2018-06-01,17.0,5
Libro 231,2018-07-01,17.0,6
Libro 231,2018-08-01,10.0,7
Libro 231,2018-09-01,8.0,8
Libro 231,2018-10-01,8.0,9
Libro 231,2018-11-01,10.0,10
Libro 231,2018-12-01,0.0,11
Libro 231,2019-01-01,15.0,12
Libro 231,2019-02-01,6.0,13
Libro 231,2019-03-01,15.0,14
Libro 231,2019-04-01,7.0,15
Libro 231,2019-05-01,10.0,16
Libro 231,2019-06-01,10.0,17
Libro 231,2019-07-01,16.0,18
Libro 231,2019-08-01,9.0,19
Libro 231,2019-09-01,9.0,20
Libro 231,2019-10-01,4.0,21
Libro 231,2019-11-01,2.0,22
Libro 231,2019-12-01,5.0,23
Libro 231,2020-01-01,0.0,24
Libro 231,2020-02-01,2.0,25
Libro 231,2020-03-01,0.0,26
Libro 231,2020-04-01,0.0,27
Libro 231,2020-05-01,0.0,28
Libro 231,2020-06-01,1.0,29
Libro 231,2020-07-01,0.0,30
Libro 231,2020-08-01,0.0,31
Libro 231,2020-09-01,0.0,32
Libro 231,2020-10-01,1.0,33
Libro 231,2020-11-01,1.0,34
Libro 231,2020-12-01,2.0,35
Libro 231,2021-01-01,0.0,36
Libro 232,2018-01-01,42.0,0
Libro 232,2018-02-01,35.0,1
Libro 232,2018-03-01,26.0,2
Libro 232,2018-04-01,22.0,3
Libro 232,2018-05-01,18.0,4
Libro 232,2018-06-01,8.0,5
Libro 232,2018-07-01,41.0,6
Libro 232,2018-08-01,15.0,7
Libro 232,2018-09-01,18.0,8
Libro 232,2018-10-01,53.0,9
Libro 232,2018-11-01,55.0,10
Libro 232,2018-12-01,0.0,11
Libro 232,2019-01-01,31.0,12
Libro 232,2019-02-01,21.0,13
Libro 232,2019-03-01,27.0,14
Libro 232,2019-04-01,15.0,15
Libro 232,2019-05-01,17.0,16
Libro 232,2019-06-01,10.0,17
Libro 232,2019-07-01,10.0,18
Libro 232,2019-08-01,15.0,19
Libro 232,2019-09-01,42.0,20
Libro 232,2019-10-01,50.0,21
Libro 232,2019-11-01,54.0,22
Libro 232,2019-12-01,103.0,23
Libro 232,2020-01-01,42.0,24
Libro 232,2020-02-01,23.0,25
Libro 232,2020-03-01,27.0,26
Libro 232,2020-04-01,11.0,27
Libro 232,2020-05-01,14.0,28
Libro 232,2020-06-01,20.0,29
Libro 232,2020-07-01,27.0,30
Libro 232,2020-08-01,22.0,31
Libro 232,2020-09-01,14.0,32
Libro 232,2020-10-01,24.0,33
Libro 232,2020-11-01,34.0,34
Libro 232,2020-12-01,34.0,35
Libro 232,2021-01-01,10.0,36
Libro 233,2018-01-01,12.0,0
Libro 233,2018-02-01,10.0,1
Libro 233,2018-03-01,23.0,2
Libro 233,2018-04-01,6.0,3
Libro 233,2018-05-01,24.0,4
Libro 233,2018-06-01,16.0,5
Libro 233,2018-07-01,17.0,6
Libro 233,2018-08-01,4.0,7
Libro 233,2018-09-01,12.0,8
Libro 233,2018-10-01,14.0,9
Libro 233,2018-11-01,18.0,10
Libro 233,2018-12-01,0.0,11
Libro 233,2019-01-01,12.0,12
Libro 233,2019-02-01,16.0,13
Libro 233,2019-03-01,21.0,14
Libro 233,2019-04-01,8.0,15
Libro 233,2019-05-01,4.0,16
Libro 233,2019-06-01,20.0,17
Libro 233,2019-07-01,16.0,18
Libro 233,2019-08-01,16.0,19
Libro 233,2019-09-01,17.0,20
Libro 233,2019-10-01,17.0,21
Libro 233,2019-11-01,17.0,22
Libro 233,2019-12-01,16.0,23
Libro 233,2020-01-01,28.0,24
Libro 233,2020-02-01,21.0,25
Libro 233,2020-03-01,14.0,26
Libro 233,2020-04-01,1.0,27
Libro 233,2020-05-01,9.0,28
Libro 233,2020-06-01,13.0,29
Libro 233,2020-07-01,24.0,30
Libro 233,2020-08-01,22.0,31
Libro 233,2020-09-01,28.0,32
Libro 233,2020-10-01,28.0,33
Libro 233,2020-11-01,36.0,34
Libro 233,2020-12-01,27.0,35
Libro 233,2021-01-01,20.0,36
Libro 234,2018-01-01,40.0,0
Libro 234,2018-02-01,40.0,1
Libro 234,2018-03-01,36.0,2
Libro 234,2018-04-01,17.0,3
Libro 234,2018-05-01,18.0,4
Libro 234,2018-06-01,13.0,5
Libro 234,2018-07-01,34.0,6
Libro 234,2018-08-01,17.0,7
Libro 234,2018-09-01,24.0,8
Libro 234,2018-10-01,62.0,9
Libro 234,2018-11-01,49.0,10
Libro 234,2018-12-01,0.0,11
Libro 234,2019-01-01,46.0,12
Libro 234,2019-02-01,21.0,13
Libro 234,2019-03-01,23.0,14
Libro 234,2019-04-01,23.0,15
Libro 234,2019-05-01,20.0,16
Libro 234,2019-06-01,24.0,17
Libro 234,2019-07-01,26.0,18
Libro 234,2019-08-01,26.0,19
Libro 234,2019-09-01,28.0,20
Libro 234,2019-10-01,42.0,21
Libro 234,2019-11-01,45.0,22
Libro 234,2019-12-01,62.0,23
Libro 234,2020-01-01,48.0,24
Libro 234,2020-02-01,23.0,25
Libro 234,2020-03-01,19.0,26
Libro 234,2020-04-01,14.0,27
Libro 234,2020-05-01,17.0,28
Libro 234,2020-06-01,20.0,29
Libro 234,2020-07-01,34.0,30
Libro 234,2020-08-01,40.0,31
Libro 234,2020-09-01,27.0,32
Libro 234,2020-10-01,60.0,33
Libro 234,2020-11-01,45.0,34
Libro 234,2020-12-01,56.0,35
Libro 234,2021-01-01,25.0,36
Libro 235,2018-01-01,39.0,0
Libro 235,2018-02-01,35.0,1
Libro 235,2018-03-01,19.0,2
Libro 235,2018-04-01,38.0,3
Libro 235,2018-05-01,21.0,4
Libro 235,2018-06-01,17.0,5
Libro 235,2018-07-01,18.0,6
Libro 235,2018-08-01,4.0,7
Libro 235,2018-09-01,20.0,8
Libro 235,2018-10-01,22.0,9
Libro 235,2018-11-01,24.0,10
Libro 235,2018-12-01,0.0,11
Libro 235,2019-01-01,17.0,12
Libro 235,2019-02-01,10.0,13
Libro 235,2019-03-01,16.0,14
Libro 235,2019-04-01,9.0,15
Libro 235,2019-05-01,12.0,16
Libro 235,2019-06-01,4.0,17
Libro 235,2019-07-01,10.0,18
Libro 235,2019-08-01,5.0,19
Libro 235,2019-09-01,29.0,20
Libro 235,2019-10-01,49.0,21
Libro 235,2019-11-01,42.0,22
Libro 235,2019-12-01,69.0,23
Libro 235,2020-01-01,23.0,24
Libro 235,2020-02-01,21.0,25
Libro 235,2020-03-01,8.0,26
Libro 235,2020-04-01,5.0,27
Libro 235,2020-05-01,5.0,28
Libro 235,2020-06-01,0.0,29
Libro 235,2020-07-01,12.0,30
Libro 235,2020-08-01,9.0,31
Libro 235,2020-09-01,10.0,32
Libro 235,2020-10-01,27.0,33
Libro 235,2020-11-01,23.0,34
Libro 235,2020-12-01,74.0,35
Libro 235,2021-01-01,15.0,36
Libro 236,2018-01-01,31.0,0
Libro 236,2018-02-01,23.0,1
Libro 236,2018-03-01,48.0,2
Libro 236,2018-04-01,28.0,3
Libro 236,2018-05-01,28.0,4
Libro 236,2018-06-01,28.0,5
Libro 236,2018-07-01,36.0,6
Libro 236,2018-08-01,16.0,7
Libro 236,2018-09-01,9.0,8
Libro 236,2018-10-01,25.0,9
Libro 236,2018-11-01,25.0,10
Libro 236,2018-12-01,0.0,11
Libro 236,2019-01-01,19.0,12
Libro 236,2019-02-01,18.0,13
Libro 236,2019-03-01,24.0,14
Libro 236,2019-04-01,17.0,15
Libro 236,2019-05-01,14.0,16
Libro 236,2019-06-01,7.0,17
Libro 236,2019-07-01,9.0,18
Libro 236,2019-08-01,10.0,19
Libro 236,2019-09-01,13.0,20
Libro 236,2019-10-01,14.0,21
Libro 236,2019-11-01,11.0,22
Libro 236,2019-12-01,33.0,23
Libro 236,2020-01-01,18.0,24
Libro 236,2020-02-01,18.0,25
Libro 236,2020-03-01,6.0,26
Libro 236,2020-04-01,5.0,27
Libro 236,2020-05-01,9.0,28
Libro 236,2020-06-01,11.0,29
Libro 236,2020-07-01,16.0,30
Libro 236,2020-08-01,13.0,31
Libro 236,2020-09-01,15.0,32
Libro 236,2020-10-01,17.0,33
Libro 236,2020-11-01,16.0,34
Libro 236,2020-12-01,26.0,35
Libro 236,2021-01-01,9.0,36
Libro 237,2018-01-01,12.0,0
Libro 237,2018-02-01,9.0,1
Libro 237,2018-03-01,21.0,2
Libro 237,2018-04-01,15.0,3
Libro 237,2018-05-01,4.0,4
Libro 237,2018-06-01,9.0,5
Libro 237,2018-07-01,10.0,6
Libro 237,2018-08-01,3.0,7
Libro 237,2018-09-01,3.0,8
Libro 237,2018-10-01,7.0,9
Libro 237,2018-11-01,12.0,10
Libro 237,2018-12-01,0.0,11
Libro 237,2019-01-01,9.0,12
Libro 237,2019-02-01,16.0,13
Libro 237,2019-03-01,16.0,14
Libro 237,2019-04-01,13.0,15
Libro 237,2019-05-01,6.0,16
Libro 237,2019-06-01,5.0,17
Libro 237,2019-07-01,6.0,18
Libro 237,2019-08-01,2.0,19
Libro 237,2019-09-01,13.0,20
Libro 237,2019-10-01,21.0,21
Libro 237,2019-11-01,6.0,22
Libro 237,2019-12-01,15.0,23
Libro 237,2020-01-01,7.0,24
Libro 237,2020-02-01,5.0,25
Libro 237,2020-03-01,4.0,26
Libro 237,2020-04-01,5.0,27
Libro 237,2020-05-01,5.0,28
Libro 237,2020-06-01,7.0,29
Libro 237,2020-07-01,13.0,30
Libro 237,2020-08-01,7.0,31
Libro 237,2020-09-01,8.0,32
Libro 237,2020-10-01,15.0,33
Libro 237,2020-11-01,35.0,34
Libro 237,2020-12-01,43.0,35
Libro 237,2021-01-01,20.0,36
Libro 238,2018-01-01,8.0,0
Libro 238,2018-02-01,9.0,1
Libro 238,2018-03-01,11.0,2
Libro 238,2018-04-01,8.0,3
Libro 238,2018-05-01,5.0,4
Libro 238,2018-06-01,10.0,5
Libro 238,2018-07-01,5.0,6
Libro 238,2018-08-01,6.0,7
Libro 238,2018-09-01,10.0,8
Libro 238,2018-10-01,22.0,9
Libro 238,2018-11-01,14.0,10
Libro 238,2018-12-01,0.0,11
Libro 238,2019-01-01,22.0,12
Libro 238,2019-02-01,14.0,13
Libro 238,2019-03-01,15.0,14
Libro 238,2019-04-01,6.0,15
Libro 238,2019-05-01,6.0,16
Libro 238,2019-06-01,5.0,17
Libro 238,2019-07-01,4.0,18
Libro 238,2019-08-01,7.0,19
Libro 238,2019-09-01,4.0,20
Libro 238,2019-10-01,9.0,21
Libro 238,2019-11-01,16.0,22
Libro 238,2019-12-01,12.0,23
Libro 238,2020-01-01,9.0,24
Libro 238,2020-02-01,13.0,25
Libro 238,2020-03-01,12.0,26
Libro 238,2020-04-01,16.0,27
Libro 238,2020-05-01,12.0,28
Libro 238,2020-06-01,24.0,29
Libro 238,2020-07-01,18.0,30
Libro 238,2020-08-01,22.0,31
Libro 238,2020-09-01,17.0,32
Libro 238,2020-10-01,19.0,33
Libro 238,2020-11-01,22.0,34
Libro 238,2020-12-01,34.0,35
Libro 238,2021-01-01,7.0,36
Libro 239,2018-01-01,49.0,0
Libro 239,2018-02-01,45.0,1
Libro 239,2018-03-01,35.0,2
Libro 239,2018-04-01,25.0,3
Libro 239,2018-05-01,40.0,4
Libro 239,2018-06-01,26.0,5
Libro 239,2018-07-01,28.0,6
Libro 239,2018-08-01,10.0,7
Libro 239,2018-09-01,14.0,8
Libro 239,2018-10-01,9.0,9
Libro 239,2018-11-01,9.0,10
Libro 239,2018-12-01,0.0,11
Libro 239,2019-01-01,41.0,12
Libro 239,2019-02-01,45.0,13
Libro 239,2019-03-01,42.0,14
Libro 239,2019-04-01,43.0,15
Libro 239,2019-05-01,29.0,16
Libro 239,2019-06-01,21.0,17
Libro 239,2019-07-01,7.0,18
Libro 239,2019-08-01,6.0,19
Libro 239,2019-09-01,9.0,20
Libro 239,2019-10-01,3.0,21
Libro 239,2019-11-01,1.0,22
Libro 239,2019-12-01,7.0,23
Libro 239,2020-01-01,8.0,24
Libro 239,2020-02-01,3.0,25
Libro 239,2020-03-01,0.0,26
Libro 239,2020-04-01,0.0,27
Libro 239,2020-05-01,2.0,28
Libro 239,2020-06-01,1.0,29
Libro 239,2020-07-01,3.0,30
Libro 239,2020-08-01,2.0,31
Libro 239,2020-09-01,1.0,32
Libro 239,2020-10-01,4.0,33
Libro 239,2020-11-01,4.0,34
Libro 239,2020-12-01,4.0,35
Libro 239,2021-01-01,2.0,36
Libro 24,2018-01-01,132.0,0
Libro 24,2018-02-01,125.0,1
Libro 24,2018-03-01,122.0,2
Libro 24,2018-04-01,147.0,3
Libro 24,2018-05-01,139.0,4
Libro 24,2018-06-01,117.0,5
Libro 24,2018-07-01,168.0,6
Libro 24,2018-08-01,71.0,7
Libro 24,2018-09-01,126.0,8
Libro 24,2018-10-01,334.0,9
Libro 24,2018-11-01,366.0,10
Libro 24,2018-12-01,0.0,11
Libro 24,2019-01-01,173.0,12
Libro 24,2019-02-01,129.0,13
Libro 24,2019-03-01,179.0,14
Libro 24,2019-04-01,104.0,15
Libro 24,2019-05-01,94.0,16
Libro 24,2019-06-01,133.0,17
Libro 24,2019-07-01,132.0,18
Libro 24,2019-08-01,105.0,19
Libro 24,2019-09-01,225.0,20
Libro 24,2019-10-01,276.0,21
