TITLE,Fecha,Cantidad,Time
Libro 386,2020-06-01,3.0,29
Libro 386,2020-07-01,11.0,30
Libro 386,2020-08-01,6.0,31
Libro 386,2020-09-01,8.0,32
Libro 386,2020-10-01,18.0,33
Libro 386,2020-11-01,11.0,34
Libro 386,2020-12-01,10.0,35
Libro 386,2021-01-01,5.0,36
Libro 387,2018-01-01,9.0,0
Libro 387,2018-02-01,6.0,1
Libro 387,2018-03-01,8.0,2
Libro 387,2018-04-01,6.0,3
Libro 387,2018-05-01,11.0,4
Libro 387,2018-06-01,3.0,5
Libro 387,2018-07-01,21.0,6
Libro 387,2018-08-01,5.0,7
Libro 387,2018-09-01,10.0,8
Libro 387,2018-10-01,14.0,9
Libro 387,2018-11-01,20.0,10
Libro 387,2018-12-01,0.0,11
Libro 387,2019-01-01,19.0,12
Libro 387,2019-02-01,9.0,13
Libro 387,2019-03-01,21.0,14
Libro 387,2019-04-01,7.0,15
Libro 387,2019-05-01,6.0,16
Libro 387,2019-06-01,15.0,17
Libro 387,2019-07-01,9.0,18
Libro 387,2019-08-01,9.0,19
Libro 387,2019-09-01,10.0,20
Libro 387,2019-10-01,8.0,21
Libro 387,2019-11-01,2.0,22
Libro 387,2019-12-01,15.0,23
Libro 387,2020-01-01,8.0,24
Libro 387,2020-02-01,14.0,25
Libro 387,2020-03-01,8.0,26
Libro 387,2020-04-01,3.0,27
Libro 387,2020-05-01,3.0,28
Libro 387,2020-06-01,3.0,29
Libro 387,2020-07-01,12.0,30
Libro 387,2020-08-01,5.0,31
Libro 387,2020-09-01,8.0,32
Libro 387,2020-10-01,10.0,33
Libro 387,2020-11-01,9.0,34
Libro 387,2020-12-01,16.0,35
Libro 387,2021-01-01,2.0,36
Libro 388,2018-01-01,37.0,0
Libro 388,2018-02-01,26.0,1
Libro 388,2018-03-01,19.0,2
Libro 388,2018-04-01,25.0,3
Libro 388,2018-05-01,15.0,4
Libro 388,2018-06-01,20.0,5
Libro 388,2018-07-01,14.0,6
Libro 388,2018-08-01,13.0,7
Libro 388,2018-09-01,16.0,8
Libro 388,2018-10-01,12.0,9
Libro 388,2018-11-01,18.0,10
Libro 388,2018-12-01,0.0,11
Libro 388,2019-01-01,20.0,12
Libro 388,2019-02-01,15.0,13
Libro 388,2019-03-01,13.0,14
Libro 388,2019-04-01,9.0,15
Libro 388,2019-05-01,13.0,16
Libro 388,2019-06-01,6.0,17
Libro 388,2019-07-01,9.0,18
Libro 388,2019-08-01,11.0,19
Libro 388,2019-09-01,19.0,20
Libro 388,2019-10-01,17.0,21
Libro 388,2019-11-01,24.0,22
Libro 388,2019-12-01,16.0,23
Libro 388,2020-01-01,10.0,24
Libro 388,2020-02-01,10.0,25
Libro 388,2020-03-01,8.0,26
Libro 388,2020-04-01,2.0,27
Libro 388,2020-05-01,5.0,28
Libro 388,2020-06-01,12.0,29
Libro 388,2020-07-01,10.0,30
Libro 388,2020-08-01,7.0,31
Libro 388,2020-09-01,6.0,32
Libro 388,2020-10-01,13.0,33
Libro 388,2020-11-01,9.0,34
Libro 388,2020-12-01,10.0,35
Libro 388,2021-01-01,5.0,36
Libro 389,2018-01-01,19.0,0
Libro 389,2018-02-01,16.0,1
Libro 389,2018-03-01,24.0,2
Libro 389,2018-04-01,11.0,3
Libro 389,2018-05-01,20.0,4
Libro 389,2018-06-01,15.0,5
Libro 389,2018-07-01,19.0,6
Libro 389,2018-08-01,7.0,7
Libro 389,2018-09-01,4.0,8
Libro 389,2018-10-01,60.0,9
Libro 389,2018-11-01,19.0,10
Libro 389,2018-12-01,0.0,11
Libro 389,2019-01-01,10.0,12
Libro 389,2019-02-01,17.0,13
Libro 389,2019-03-01,27.0,14
Libro 389,2019-04-01,5.0,15
Libro 389,2019-05-01,10.0,16
Libro 389,2019-06-01,16.0,17
Libro 389,2019-07-01,10.0,18
Libro 389,2019-08-01,6.0,19
Libro 389,2019-09-01,3.0,20
Libro 389,2019-10-01,5.0,21
Libro 389,2019-11-01,7.0,22
Libro 389,2019-12-01,14.0,23
Libro 389,2020-01-01,56.0,24
Libro 389,2020-02-01,47.0,25
Libro 389,2020-03-01,22.0,26
Libro 389,2020-04-01,17.0,27
Libro 389,2020-05-01,59.0,28
Libro 389,2020-06-01,57.0,29
Libro 389,2020-07-01,55.0,30
Libro 389,2020-08-01,41.0,31
Libro 389,2020-09-01,40.0,32
Libro 389,2020-10-01,42.0,33
Libro 389,2020-11-01,46.0,34
Libro 389,2020-12-01,71.0,35
Libro 389,2021-01-01,46.0,36
Libro 39,2018-01-01,185.0,0
Libro 39,2018-02-01,114.0,1
Libro 39,2018-03-01,116.0,2
Libro 39,2018-04-01,100.0,3
Libro 39,2018-05-01,100.0,4
Libro 39,2018-06-01,80.0,5
Libro 39,2018-07-01,137.0,6
Libro 39,2018-08-01,46.0,7
Libro 39,2018-09-01,86.0,8
Libro 39,2018-10-01,96.0,9
Libro 39,2018-11-01,139.0,10
Libro 39,2018-12-01,0.0,11
Libro 39,2019-01-01,124.0,12
Libro 39,2019-02-01,98.0,13
Libro 39,2019-03-01,138.0,14
Libro 39,2019-04-01,134.0,15
Libro 39,2019-05-01,246.0,16
Libro 39,2019-06-01,223.0,17
Libro 39,2019-07-01,181.0,18
Libro 39,2019-08-01,76.0,19
Libro 39,2019-09-01,83.0,20
Libro 39,2019-10-01,85.0,21
Libro 39,2019-11-01,120.0,22
Libro 39,2019-12-01,229.0,23
Libro 39,2020-01-01,73.0,24
Libro 39,2020-02-01,72.0,25
Libro 39,2020-03-01,54.0,26
Libro 39,2020-04-01,57.0,27
Libro 39,2020-05-01,64.0,28
Libro 39,2020-06-01,86.0,29
Libro 39,2020-07-01,86.0,30
Libro 39,2020-08-01,75.0,31
Libro 39,2020-09-01,57.0,32
Libro 39,2020-10-01,56.0,33
Libro 39,2020-11-01,70.0,34
Libro 39,2020-12-01,184.0,35
Libro 39,2021-01-01,58.0,36
Libro 390,2018-01-01,18.0,0
Libro 390,2018-02-01,16.0,1
Libro 390,2018-03-01,27.0,2
Libro 390,2018-04-01,28.0,3
Libro 390,2018-05-01,31.0,4
Libro 390,2018-06-01,17.0,5
Libro 390,2018-07-01,25.0,6
Libro 390,2018-08-01,6.0,7
Libro 390,2018-09-01,10.0,8
Libro 390,2018-10-01,12.0,9
Libro 390,2018-11-01,9.0,10
Libro 390,2018-12-01,0.0,11
Libro 390,2019-01-01,7.0,12
Libro 390,2019-02-01,4.0,13
Libro 390,2019-03-01,17.0,14
Libro 390,2019-04-01,7.0,15
Libro 390,2019-05-01,7.0,16
Libro 390,2019-06-01,3.0,17
Libro 390,2019-07-01,4.0,18
Libro 390,2019-08-01,6.0,19
Libro 390,2019-09-01,3.0,20
Libro 390,2019-10-01,5.0,21
Libro 390,2019-11-01,2.0,22
Libro 390,2019-12-01,6.0,23
Libro 390,2020-01-01,9.0,24
Libro 390,2020-02-01,3.0,25
Libro 390,2020-03-01,2.0,26
Libro 390,2020-04-01,3.0,27
Libro 390,2020-05-01,3.0,28
Libro 390,2020-06-01,3.0,29
Libro 390,2020-07-01,4.0,30
Libro 390,2020-08-01,2.0,31
Libro 390,2020-09-01,3.0,32
Libro 390,2020-10-01,0.0,33
Libro 390,2020-11-01,3.0,34
Libro 390,2020-12-01,10.0,35
Libro 390,2021-01-01,6.0,36
Libro 391,2018-01-01,8.0,0
Libro 391,2018-02-01,8.0,1
Libro 391,2018-03-01,4.0,2
Libro 391,2018-04-01,7.0,3
Libro 391,2018-05-01,1.0,4
Libro 391,2018-06-01,2.0,5
Libro 391,2018-07-01,11.0,6
Libro 391,2018-08-01,3.0,7
Libro 391,2018-09-01,7.0,8
Libro 391,2018-10-01,3.0,9
Libro 391,2018-11-01,8.0,10
Libro 391,2018-12-01,0.0,11
Libro 391,2019-01-01,4.0,12
Libro 391,2019-02-01,11.0,13
Libro 391,2019-03-01,21.0,14
Libro 391,2019-04-01,24.0,15
Libro 391,2019-05-01,5.0,16
Libro 391,2019-06-01,11.0,17
Libro 391,2019-07-01,4.0,18
Libro 391,2019-08-01,2.0,19
Libro 391,2019-09-01,14.0,20
Libro 391,2019-10-01,7.0,21
Libro 391,2019-11-01,4.0,22
Libro 391,2019-12-01,17.0,23
Libro 391,2020-01-01,2.0,24
Libro 391,2020-02-01,8.0,25
Libro 391,2020-03-01,7.0,26
Libro 391,2020-04-01,1.0,27
Libro 391,2020-05-01,3.0,28
Libro 391,2020-06-01,17.0,29
Libro 391,2020-07-01,14.0,30
Libro 391,2020-08-01,5.0,31
Libro 391,2020-09-01,2.0,32
Libro 391,2020-10-01,7.0,33
Libro 391,2020-11-01,3.0,34
Libro 391,2020-12-01,18.0,35
Libro 391,2021-01-01,2.0,36
Libro 392,2018-01-01,17.0,0
Libro 392,2018-02-01,23.0,1
Libro 392,2018-03-01,32.0,2
Libro 392,2018-04-01,21.0,3
Libro 392,2018-05-01,23.0,4
Libro 392,2018-06-01,16.0,5
Libro 392,2018-07-01,14.0,6
Libro 392,2018-08-01,8.0,7
Libro 392,2018-09-01,16.0,8
Libro 392,2018-10-01,31.0,9
Libro 392,2018-11-01,34.0,10
Libro 392,2018-12-01,0.0,11
Libro 392,2019-01-01,29.0,12
Libro 392,2019-02-01,24.0,13
Libro 392,2019-03-01,30.0,14
Libro 392,2019-04-01,12.0,15
Libro 392,2019-05-01,19.0,16
Libro 392,2019-06-01,29.0,17
Libro 392,2019-07-01,29.0,18
Libro 392,2019-08-01,26.0,19
Libro 392,2019-09-01,27.0,20
Libro 392,2019-10-01,18.0,21
Libro 392,2019-11-01,21.0,22
Libro 392,2019-12-01,19.0,23
Libro 392,2020-01-01,24.0,24
Libro 392,2020-02-01,24.0,25
Libro 392,2020-03-01,18.0,26
Libro 392,2020-04-01,9.0,27
Libro 392,2020-05-01,14.0,28
Libro 392,2020-06-01,18.0,29
Libro 392,2020-07-01,22.0,30
Libro 392,2020-08-01,16.0,31
Libro 392,2020-09-01,23.0,32
Libro 392,2020-10-01,36.0,33
Libro 392,2020-11-01,16.0,34
Libro 392,2020-12-01,23.0,35
Libro 392,2021-01-01,16.0,36
Libro 393,2018-01-01,41.0,0
Libro 393,2018-02-01,47.0,1
Libro 393,2018-03-01,55.0,2
Libro 393,2018-04-01,26.0,3
Libro 393,2018-05-01,44.0,4
Libro 393,2018-06-01,27.0,5
Libro 393,2018-07-01,27.0,6
Libro 393,2018-08-01,13.0,7
Libro 393,2018-09-01,13.0,8
Libro 393,2018-10-01,37.0,9
Libro 393,2018-11-01,59.0,10
Libro 393,2018-12-01,0.0,11
Libro 393,2019-01-01,31.0,12
Libro 393,2019-02-01,31.0,13
Libro 393,2019-03-01,36.0,14
Libro 393,2019-04-01,14.0,15
Libro 393,2019-05-01,14.0,16
Libro 393,2019-06-01,18.0,17
Libro 393,2019-07-01,18.0,18
Libro 393,2019-08-01,11.0,19
Libro 393,2019-09-01,13.0,20
Libro 393,2019-10-01,32.0,21
Libro 393,2019-11-01,36.0,22
Libro 393,2019-12-01,56.0,23
Libro 393,2020-01-01,38.0,24
Libro 393,2020-02-01,20.0,25
Libro 393,2020-03-01,44.0,26
Libro 393,2020-04-01,13.0,27
Libro 393,2020-05-01,12.0,28
Libro 393,2020-06-01,19.0,29
Libro 393,2020-07-01,29.0,30
Libro 393,2020-08-01,22.0,31
Libro 393,2020-09-01,25.0,32
Libro 393,2020-10-01,40.0,33
Libro 393,2020-11-01,77.0,34
Libro 393,2020-12-01,115.0,35
Libro 393,2021-01-01,45.0,36
Libro 394,2018-01-01,46.0,0
Libro 394,2018-02-01,36.0,1
Libro 394,2018-03-01,39.0,2
Libro 394,2018-04-01,23.0,3
Libro 394,2018-05-01,23.0,4
Libro 394,2018-06-01,14.0,5
Libro 394,2018-07-01,24.0,6
Libro 394,2018-08-01,7.0,7
Libro 394,2018-09-01,10.0,8
Libro 394,2018-10-01,21.0,9
Libro 394,2018-11-01,35.0,10
Libro 394,2018-12-01,0.0,11
Libro 394,2019-01-01,29.0,12
Libro 394,2019-02-01,25.0,13
Libro 394,2019-03-01,26.0,14
Libro 394,2019-04-01,20.0,15
Libro 394,2019-05-01,8.0,16
Libro 394,2019-06-01,9.0,17
Libro 394,2019-07-01,21.0,18
Libro 394,2019-08-01,19.0,19
Libro 394,2019-09-01,11.0,20
Libro 394,2019-10-01,15.0,21
Libro 394,2019-11-01,23.0,22
Libro 394,2019-12-01,20.0,23
Libro 394,2020-01-01,12.0,24
Libro 394,2020-02-01,9.0,25
Libro 394,2020-03-01,10.0,26
Libro 394,2020-04-01,13.0,27
Libro 394,2020-05-01,9.0,28
Libro 394,2020-06-01,13.0,29
Libro 394,2020-07-01,21.0,30
Libro 394,2020-08-01,19.0,31
Libro 394,2020-09-01,13.0,32
Libro 394,2020-10-01,22.0,33
Libro 394,2020-11-01,25.0,34
Libro 394,2020-12-01,53.0,35
Libro 394,2021-01-01,16.0,36
Libro 395,2018-01-01,43.0,0
Libro 395,2018-02-01,39.0,1
Libro 395,2018-03-01,67.0,2
Libro 395,2018-04-01,30.0,3
Libro 395,2018-05-01,18.0,4
Libro 395,2018-06-01,10.0,5
Libro 395,2018-07-01,35.0,6
Libro 395,2018-08-01,18.0,7
Libro 395,2018-09-01,26.0,8
Libro 395,2018-10-01,29.0,9
Libro 395,2018-11-01,26.0,10
Libro 395,2018-12-01,0.0,11
Libro 395,2019-01-01,17.0,12
Libro 395,2019-02-01,24.0,13
Libro 395,2019-03-01,14.0,14
Libro 395,2019-04-01,14.0,15
Libro 395,2019-05-01,7.0,16
Libro 395,2019-06-01,7.0,17
Libro 395,2019-07-01,11.0,18
Libro 395,2019-08-01,33.0,19
Libro 395,2019-09-01,54.0,20
Libro 395,2019-10-01,25.0,21
Libro 395,2019-11-01,47.0,22
Libro 395,2019-12-01,34.0,23
Libro 395,2020-01-01,31.0,24
Libro 395,2020-02-01,35.0,25
Libro 395,2020-03-01,28.0,26
Libro 395,2020-04-01,23.0,27
Libro 395,2020-05-01,50.0,28
Libro 395,2020-06-01,49.0,29
Libro 395,2020-07-01,23.0,30
Libro 395,2020-08-01,23.0,31
Libro 395,2020-09-01,23.0,32
Libro 395,2020-10-01,24.0,33
Libro 395,2020-11-01,40.0,34
Libro 395,2020-12-01,53.0,35
Libro 395,2021-01-01,22.0,36
Libro 396,2018-01-01,30.0,0
Libro 396,2018-02-01,44.0,1
Libro 396,2018-03-01,43.0,2
Libro 396,2018-04-01,30.0,3
Libro 396,2018-05-01,30.0,4
Libro 396,2018-06-01,28.0,5
Libro 396,2018-07-01,56.0,6
Libro 396,2018-08-01,22.0,7
Libro 396,2018-09-01,20.0,8
Libro 396,2018-10-01,44.0,9
Libro 396,2018-11-01,40.0,10
Libro 396,2018-12-01,0.0,11
Libro 396,2019-01-01,30.0,12
Libro 396,2019-02-01,33.0,13
Libro 396,2019-03-01,36.0,14
Libro 396,2019-04-01,17.0,15
Libro 396,2019-05-01,8.0,16
Libro 396,2019-06-01,23.0,17
Libro 396,2019-07-01,20.0,18
Libro 396,2019-08-01,23.0,19
Libro 396,2019-09-01,35.0,20
Libro 396,2019-10-01,30.0,21
Libro 396,2019-11-01,34.0,22
Libro 396,2019-12-01,49.0,23
Libro 396,2020-01-01,41.0,24
Libro 396,2020-02-01,37.0,25
Libro 396,2020-03-01,34.0,26
Libro 396,2020-04-01,23.0,27
Libro 396,2020-05-01,24.0,28
Libro 396,2020-06-01,31.0,29
Libro 396,2020-07-01,69.0,30
Libro 396,2020-08-01,49.0,31
Libro 396,2020-09-01,47.0,32
Libro 396,2020-10-01,58.0,33
Libro 396,2020-11-01,37.0,34
Libro 396,2020-12-01,73.0,35
Libro 396,2021-01-01,29.0,36
Libro 397,2018-01-01,31.0,0
Libro 397,2018-02-01,30.0,1
Libro 397,2018-03-01,41.0,2
Libro 397,2018-04-01,34.0,3
Libro 397,2018-05-01,28.0,4
Libro 397,2018-06-01,23.0,5
Libro 397,2018-07-01,34.0,6
Libro 397,2018-08-01,14.0,7
Libro 397,2018-09-01,12.0,8
Libro 397,2018-10-01,29.0,9
Libro 397,2018-11-01,36.0,10
Libro 397,2018-12-01,0.0,11
Libro 397,2019-01-01,23.0,12
Libro 397,2019-02-01,22.0,13
Libro 397,2019-03-01,30.0,14
Libro 397,2019-04-01,24.0,15
Libro 397,2019-05-01,15.0,16
Libro 397,2019-06-01,29.0,17
Libro 397,2019-07-01,22.0,18
Libro 397,2019-08-01,13.0,19
Libro 397,2019-09-01,16.0,20
Libro 397,2019-10-01,32.0,21
Libro 397,2019-11-01,26.0,22
Libro 397,2019-12-01,24.0,23
Libro 397,2020-01-01,6.0,24
Libro 397,2020-02-01,13.0,25
Libro 397,2020-03-01,13.0,26
Libro 397,2020-04-01,6.0,27
Libro 397,2020-05-01,1.0,28
Libro 397,2020-06-01,0.0,29
Libro 397,2020-07-01,0.0,30
Libro 397,2020-08-01,3.0,31
Libro 397,2020-09-01,2.0,32
Libro 397,2020-10-01,2.0,33
Libro 397,2020-11-01,7.0,34
Libro 397,2020-12-01,7.0,35
Libro 397,2021-01-01,0.0,36
Libro 398,2018-01-01,22.0,0
Libro 398,2018-02-01,29.0,1
Libro 398,2018-03-01,12.0,2
Libro 398,2018-04-01,12.0,3
Libro 398,2018-05-01,13.0,4
Libro 398,2018-06-01,15.0,5
Libro 398,2018-07-01,16.0,6
Libro 398,2018-08-01,4.0,7
Libro 398,2018-09-01,16.0,8
Libro 398,2018-10-01,11.0,9
Libro 398,2018-11-01,12.0,10
Libro 398,2018-12-01,0.0,11
Libro 398,2019-01-01,14.0,12
Libro 398,2019-02-01,21.0,13
Libro 398,2019-03-01,21.0,14
Libro 398,2019-04-01,18.0,15
Libro 398,2019-05-01,17.0,16
Libro 398,2019-06-01,8.0,17
Libro 398,2019-07-01,13.0,18
Libro 398,2019-08-01,9.0,19
Libro 398,2019-09-01,10.0,20
Libro 398,2019-10-01,13.0,21
Libro 398,2019-11-01,13.0,22
Libro 398,2019-12-01,14.0,23
Libro 398,2020-01-01,17.0,24
Libro 398,2020-02-01,23.0,25
Libro 398,2020-03-01,29.0,26
Libro 398,2020-04-01,20.0,27
Libro 398,2020-05-01,27.0,28
Libro 398,2020-06-01,27.0,29
Libro 398,2020-07-01,36.0,30
Libro 398,2020-08-01,45.0,31
Libro 398,2020-09-01,25.0,32
Libro 398,2020-10-01,34.0,33
Libro 398,2020-11-01,23.0,34
Libro 398,2020-12-01,56.0,35
Libro 398,2021-01-01,18.0,36
Libro 399,2018-01-01,29.0,0
Libro 399,2018-02-01,24.0,1
Libro 399,2018-03-01,25.0,2
Libro 399,2018-04-01,23.0,3
Libro 399,2018-05-01,24.0,4
Libro 399,2018-06-01,16.0,5
Libro 399,2018-07-01,21.0,6
Libro 399,2018-08-01,12.0,7
Libro 399,2018-09-01,9.0,8
Libro 399,2018-10-01,28.0,9
Libro 399,2018-11-01,22.0,10
Libro 399,2018-12-01,0.0,11
Libro 399,2019-01-01,23.0,12
Libro 399,2019-02-01,17.0,13
Libro 399,2019-03-01,22.0,14
Libro 399,2019-04-01,10.0,15
Libro 399,2019-05-01,10.0,16
Libro 399,2019-06-01,4.0,17
Libro 399,2019-07-01,6.0,18
Libro 399,2019-08-01,4.0,19
Libro 399,2019-09-01,3.0,20
Libro 399,2019-10-01,5.0,21
Libro 399,2019-11-01,6.0,22
Libro 399,2019-12-01,15.0,23
Libro 399,2020-01-01,23.0,24
Libro 399,2020-02-01,14.0,25
Libro 399,2020-03-01,14.0,26
Libro 399,2020-04-01,9.0,27
Libro 399,2020-05-01,17.0,28
Libro 399,2020-06-01,18.0,29
Libro 399,2020-07-01,22.0,30
Libro 399,2020-08-01,15.0,31
Libro 399,2020-09-01,19.0,32
Libro 399,2020-10-01,19.0,33
Libro 399,2020-11-01,19.0,34
Libro 399,2020-12-01,42.0,35
Libro 399,2021-01-01,16.0,36
Libro 4,2018-01-01,161.0,0
Libro 4,2018-02-01,115.0,1
Libro 4,2018-03-01,126.0,2
Libro 4,2018-04-01,89.0,3
Libro 4,2018-05-01,115.0,4
Libro 4,2018-06-01,87.0,5
Libro 4,2018-07-01,125.0,6
Libro 4,2018-08-01,88.0,7
Libro 4,2018-09-01,136.0,8
Libro 4,2018-10-01,121.0,9
Libro 4,2018-11-01,171.0,10
Libro 4,2018-12-01,0.0,11
Libro 4,2019-01-01,110.0,12
Libro 4,2019-02-01,171.0,13
Libro 4,2019-03-01,185.0,14
Libro 4,2019-04-01,102.0,15
Libro 4,2019-05-01,51.0,16
Libro 4,2019-06-01,156.0,17
Libro 4,2019-07-01,92.0,18
Libro 4,2019-08-01,178.0,19
Libro 4,2019-09-01,97.0,20
Libro 4,2019-10-01,124.0,21
Libro 4,2019-11-01,92.0,22
Libro 4,2019-12-01,171.0,23
Libro 4,2020-01-01,101.0,24
Libro 4,2020-02-01,73.0,25
Libro 4,2020-03-01,74.0,26
Libro 4,2020-04-01,43.0,27
Libro 4,2020-05-01,43.0,28
Libro 4,2020-06-01,76.0,29
Libro 4,2020-07-01,142.0,30
Libro 4,2020-08-01,106.0,31
Libro 4,2020-09-01,91.0,32
Libro 4,2020-10-01,67.0,33
Libro 4,2020-11-01,67.0,34
Libro 4,2020-12-01,153.0,35
Libro 4,2021-01-01,56.0,36
Libro 40,2018-01-01,704.0,0
Libro 40,2018-02-01,744.0,1
Libro 40,2018-03-01,471.0,2
Libro 40,2018-04-01,414.0,3
Libro 40,2018-05-01,395.0,4
Libro 40,2018-06-01,291.0,5
Libro 40,2018-07-01,500.0,6
Libro 40,2018-08-01,245.0,7
Libro 40,2018-09-01,437.0,8
Libro 40,2018-10-01,583.0,9
Libro 40,2018-11-01,583.0,10
Libro 40,2018-12-01,0.0,11
Libro 40,2019-01-01,546.0,12
Libro 40,2019-02-01,593.0,13
Libro 40,2019-03-01,433.0,14
Libro 40,2019-04-01,184.0,15
Libro 40,2019-05-01,275.0,16
Libro 40,2019-06-01,323.0,17
Libro 40,2019-07-01,270.0,18
Libro 40,2019-08-01,322.0,19
Libro 40,2019-09-01,360.0,20
Libro 40,2019-10-01,359.0,21
Libro 40,2019-11-01,253.0,22
Libro 40,2019-12-01,381.0,23
Libro 40,2020-01-01,348.0,24
Libro 40,2020-02-01,317.0,25
Libro 40,2020-03-01,177.0,26
Libro 40,2020-04-01,74.0,27
Libro 40,2020-05-01,130.0,28
Libro 40,2020-06-01,134.0,29
Libro 40,2020-07-01,167.0,30
Libro 40,2020-08-01,284.0,31
Libro 40,2020-09-01,280.0,32
Libro 40,2020-10-01,327.0,33
Libro 40,2020-11-01,257.0,34
Libro 40,2020-12-01,436.0,35
Libro 40,2021-01-01,167.0,36
Libro 400,2018-01-01,38.0,0
Libro 400,2018-02-01,36.0,1
Libro 400,2018-03-01,31.0,2
Libro 400,2018-04-01,30.0,3
Libro 400,2018-05-01,18.0,4
Libro 400,2018-06-01,20.0,5
Libro 400,2018-07-01,22.0,6
Libro 400,2018-08-01,18.0,7
Libro 400,2018-09-01,10.0,8
Libro 400,2018-10-01,20.0,9
Libro 400,2018-11-01,21.0,10
Libro 400,2018-12-01,0.0,11
Libro 400,2019-01-01,12.0,12
Libro 400,2019-02-01,22.0,13
Libro 400,2019-03-01,20.0,14
Libro 400,2019-04-01,22.0,15
Libro 400,2019-05-01,6.0,16
Libro 400,2019-06-01,13.0,17
Libro 400,2019-07-01,15.0,18
Libro 400,2019-08-01,10.0,19
Libro 400,2019-09-01,34.0,20
Libro 400,2019-10-01,22.0,21
Libro 400,2019-11-01,22.0,22
Libro 400,2019-12-01,36.0,23
Libro 400,2020-01-01,22.0,24
Libro 400,2020-02-01,13.0,25
Libro 400,2020-03-01,7.0,26
Libro 400,2020-04-01,4.0,27
Libro 400,2020-05-01,3.0,28
Libro 400,2020-06-01,6.0,29
Libro 400,2020-07-01,16.0,30
Libro 400,2020-08-01,12.0,31
Libro 400,2020-09-01,7.0,32
Libro 400,2020-10-01,7.0,33
Libro 400,2020-11-01,14.0,34
Libro 400,2020-12-01,42.0,35
Libro 400,2021-01-01,3.0,36
Libro 401,2018-01-01,99.0,0
Libro 401,2018-02-01,58.0,1
Libro 401,2018-03-01,75.0,2
Libro 401,2018-04-01,57.0,3
Libro 401,2018-05-01,46.0,4
Libro 401,2018-06-01,35.0,5
Libro 401,2018-07-01,39.0,6
Libro 401,2018-08-01,12.0,7
Libro 401,2018-09-01,20.0,8
Libro 401,2018-10-01,39.0,9
Libro 401,2018-11-01,23.0,10
Libro 401,2018-12-01,0.0,11
Libro 401,2019-01-01,24.0,12
Libro 401,2019-02-01,23.0,13
Libro 401,2019-03-01,30.0,14
Libro 401,2019-04-01,26.0,15
Libro 401,2019-05-01,7.0,16
Libro 401,2019-06-01,11.0,17
Libro 401,2019-07-01,18.0,18
Libro 401,2019-08-01,11.0,19
Libro 401,2019-09-01,19.0,20
Libro 401,2019-10-01,5.0,21
Libro 401,2019-11-01,26.0,22
Libro 401,2019-12-01,28.0,23
Libro 401,2020-01-01,32.0,24
Libro 401,2020-02-01,57.0,25
Libro 401,2020-03-01,22.0,26
Libro 401,2020-04-01,71.0,27
Libro 401,2020-05-01,113.0,28
Libro 401,2020-06-01,110.0,29
Libro 401,2020-07-01,130.0,30
Libro 401,2020-08-01,99.0,31
Libro 401,2020-09-01,76.0,32
Libro 401,2020-10-01,88.0,33
Libro 401,2020-11-01,107.0,34
Libro 401,2020-12-01,174.0,35
Libro 401,2021-01-01,108.0,36
Libro 402,2018-01-01,2.0,0
Libro 402,2018-02-01,5.0,1
Libro 402,2018-03-01,4.0,2
Libro 402,2018-04-01,3.0,3
Libro 402,2018-05-01,2.0,4
Libro 402,2018-06-01,0.0,5
Libro 402,2018-07-01,5.0,6
Libro 402,2018-08-01,1.0,7
Libro 402,2018-09-01,2.0,8
Libro 402,2018-10-01,2.0,9
Libro 402,2018-11-01,2.0,10
Libro 402,2018-12-01,0.0,11
Libro 402,2019-01-01,3.0,12
Libro 402,2019-02-01,1.0,13
Libro 402,2019-03-01,2.0,14
Libro 402,2019-04-01,1.0,15
Libro 402,2019-05-01,2.0,16
Libro 402,2019-06-01,14.0,17
Libro 402,2019-07-01,16.0,18
Libro 402,2019-08-01,10.0,19
Libro 402,2019-09-01,11.0,20
Libro 402,2019-10-01,7.0,21
Libro 402,2019-11-01,3.0,22
Libro 402,2019-12-01,7.0,23
Libro 402,2020-01-01,4.0,24
Libro 402,2020-02-01,7.0,25
Libro 402,2020-03-01,6.0,26
Libro 402,2020-04-01,0.0,27
Libro 402,2020-05-01,0.0,28
Libro 402,2020-06-01,0.0,29
Libro 402,2020-07-01,6.0,30
Libro 402,2020-08-01,2.0,31
Libro 402,2020-09-01,3.0,32
Libro 402,2020-10-01,8.0,33
Libro 402,2020-11-01,4.0,34
Libro 402,2020-12-01,2.0,35
Libro 402,2021-01-01,1.0,36
Libro 403,2018-01-01,2.0,0
Libro 403,2018-02-01,3.0,1
Libro 403,2018-03-01,0.0,2
Libro 403,2018-04-01,0.0,3
Libro 403,2018-05-01,1.0,4
Libro 403,2018-06-01,0.0,5
Libro 403,2018-07-01,4.0,6
Libro 403,2018-08-01,1.0,7
Libro 403,2018-09-01,0.0,8
Libro 403,2018-10-01,0.0,9
Libro 403,2018-11-01,0.0,10
Libro 403,2018-12-01,0.0,11
Libro 403,2019-01-01,0.0,12
Libro 403,2019-02-01,1.0,13
Libro 403,2019-03-01,1.0,14
Libro 403,2019-04-01,1.0,15
Libro 403,2019-05-01,6.0,16
Libro 403,2019-06-01,49.0,17
Libro 403,2019-07-01,46.0,18
Libro 403,2019-08-01,57.0,19
Libro 403,2019-09-01,20.0,20
Libro 403,2019-10-01,2.0,21
Libro 403,2019-11-01,2.0,22
Libro 403,2019-12-01,4.0,23
